Sample_Kit_ID,Sample_ID,Date,Median_Time_Unix,Median_Time_Local,Local_Timezone,Mean_DO_mg_per_L,DO_sd,Mean_DO_percent_saturation,DO_percent_saturation_sd,Mean_Temp_Deg_C,Temp_sd,Respiration_Rate_mg_per_L_per_H,Respiration_R_Squared,Respiration_R_Squared_Adj,Respiration_p_value,Total_Incubation_Time_Min,Number_Points_In_Respiration_Regression,Number_Points_Removed_Respiration_Regression,DO_Concentration_At_Incubation_Time_Zero,Sample_Latitude,Sample_Longitude,MiniDot_Latitude,MiniDot_Longitude,MiniDot_Start_Time,MiniDot_End_Time,MiniDot_ID,pH,Contact_First_Name,Contact_Last_Name,Organization,Email,Site_Name,Stream_Name,City,State,Weather,Intermittent_or_Perennial,General_Vegetation,Hydrogeomorphology,River_Gradient,MiniDot_Sediment,Water_Temperature,Water_Depth_cm,Depositional_Type,Canopy_Cover,Macrophyte_Coverage,Algal_Mat_Coverage,Sediment_Collection_Depth_cm,MiniDot_Notes,Additional_Sampling_Notes,Hydrograph_Online,Hydrograph_Other
CM_011,CM_011-3,8/21/2022,1661117040,17:24:00,Eastern Daylight Time (UTC-4),8.49,0.06,102.7,0.71,24.95,0.02,-28.15,1,N/A,N/A,4,2,0,5.48,42.5055,-73.5062,33.684,-84.4153,16:45:00,17:48:00,755115,6.5,Kevin,Ryan,USGS,karyan@usgs.gov,N/A,Kinderhook Creek,East Nassau,New York,Partly cloudy,Perennial,"Needleleaf evergreen tree, Broadleaf deciduous tree",Single-channel straight,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Bedrock (primarily),N/A,40,Shallow waters near the shore,Partial coverage,No coverage,Partial coverage,1-3 cm as described in the protocol,N/A,sampled at Kinderhook Creek Fishing Access,N/A,N/A
CM_012,CM_012-1,8/21/2022,1661105340,14:09:00,Eastern Daylight Time (UTC-4),10.32,0.03,119.16,0.71,22.49,0.25,-10.648,0.977,0.966,0.01925132,15,4,0,7.633333333,42.7638,-73.3372,33.684,-84.4153,13:20:00,14:40:00,738321,6.5,Kevin,Ryan,USGS,karyan@usgs.gov,N/A,Little Hoosic River,Petersburgh,New York,"Sunny, Partly cloudy",Perennial,"Needleleaf evergreen tree, Broadleaf deciduous tree",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),N/A,12,Shallow waters near the shore,Partial coverage,No coverage,Partial coverage,1-3 cm as described in the protocol,N/A,N/A,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01333500,N/A
CM_012,CM_012-2,8/21/2022,1661105340,14:09:00,Eastern Daylight Time (UTC-4),10.32,0.03,119.16,0.71,22.49,0.25,-9.33,0.984,0.976,0.013956519,16,4,1,7.7,42.7638,-73.3372,33.684,-84.4153,13:20:00,14:40:00,738321,6.5,Kevin,Ryan,USGS,karyan@usgs.gov,N/A,Little Hoosic River,Petersburgh,New York,"Sunny, Partly cloudy",Perennial,"Needleleaf evergreen tree, Broadleaf deciduous tree",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),N/A,12,Shallow waters near the shore,Partial coverage,No coverage,Partial coverage,1-3 cm as described in the protocol,N/A,N/A,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01333500,N/A
CM_012,CM_012-3,8/21/2022,1661105340,14:09:00,Eastern Daylight Time (UTC-4),10.32,0.03,119.16,0.71,22.49,0.25,-6.988,0.991,0.986,0.00804515,15,4,1,7.886666667,42.7638,-73.3372,33.684,-84.4153,13:20:00,14:40:00,738321,6.5,Kevin,Ryan,USGS,karyan@usgs.gov,N/A,Little Hoosic River,Petersburgh,New York,"Sunny, Partly cloudy",Perennial,"Needleleaf evergreen tree, Broadleaf deciduous tree",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),N/A,12,Shallow waters near the shore,Partial coverage,No coverage,Partial coverage,1-3 cm as described in the protocol,N/A,N/A,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01333500,N/A
CM_013,CM_013-1,7/11/2022,1657551150,10:52:30,Eastern Daylight Time (UTC-4),8.56,0.05,102.8,1.18,24.56,0.31,-10.658,1,1,0.001016533,15,4,1,7.896666667,41.3093,-83.1578,41.3093,-83.1578,10:06:00,11:24:00,784311,7,Laura,Johnson,Heidelberg University,ljohnson@heidelberg.edu,Tindall Bridge,Sandusky River,Ballville,Ohio,Sunny,Perennial,"Broadleaf deciduous tree, Shrub, Grass",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Bedrock (primarily),24.7,21.25,Shallow waters near the shore,No coverage,No coverage,Partial coverage,1-3 cm as described in the protocol,N/A,"Water was slightly turbid (65.3 NTU), our ProDSS measured 109.7 % sat and 9.10 mg/L DO at start of minidot deployment. Specific Conductivity was 412.2 uS/cm. The filtered water bottle had ~100mL of unfiltered water in it, we went through all the filters.  The sieving was taking too long, so we started to pick out the large bits by hand (mostly snail shells).  We have 47 years of data from this location- nutrients and TSS.  There's a sonde deployed as well, if you need any diel DO or other details.",https://waterdata.usgs.gov/nwis/uv?04198000,N/A
CM_013,CM_013-2,7/11/2022,1657551150,10:52:30,Eastern Daylight Time (UTC-4),8.56,0.05,102.8,1.18,24.56,0.31,-9.787,0.965,0.948,0.021810112,17,4,0,7.8,41.3093,-83.1578,41.3093,-83.1578,10:06:00,11:24:00,784311,7,Laura,Johnson,Heidelberg University,ljohnson@heidelberg.edu,Tindall Bridge,Sandusky River,Ballville,Ohio,Sunny,Perennial,"Broadleaf deciduous tree, Shrub, Grass",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Bedrock (primarily),24.7,21.25,Shallow waters near the shore,No coverage,No coverage,Partial coverage,1-3 cm as described in the protocol,N/A,"Water was slightly turbid (65.3 NTU), our ProDSS measured 109.7 % sat and 9.10 mg/L DO at start of minidot deployment. Specific Conductivity was 412.2 uS/cm. The filtered water bottle had ~100mL of unfiltered water in it, we went through all the filters.  The sieving was taking too long, so we started to pick out the large bits by hand (mostly snail shells).  We have 47 years of data from this location- nutrients and TSS.  There's a sonde deployed as well, if you need any diel DO or other details.",https://waterdata.usgs.gov/nwis/uv?04198000,N/A
CM_013,CM_013-3,7/11/2022,1657551150,10:52:30,Eastern Daylight Time (UTC-4),8.56,0.05,102.8,1.18,24.56,0.31,-11.124,0.996,0.993,0.008790652,15,4,0,7.596666667,41.3093,-83.1578,41.3093,-83.1578,10:06:00,11:24:00,784311,7,Laura,Johnson,Heidelberg University,ljohnson@heidelberg.edu,Tindall Bridge,Sandusky River,Ballville,Ohio,Sunny,Perennial,"Broadleaf deciduous tree, Shrub, Grass",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Bedrock (primarily),24.7,21.25,Shallow waters near the shore,No coverage,No coverage,Partial coverage,1-3 cm as described in the protocol,N/A,"Water was slightly turbid (65.3 NTU), our ProDSS measured 109.7 % sat and 9.10 mg/L DO at start of minidot deployment. Specific Conductivity was 412.2 uS/cm. The filtered water bottle had ~100mL of unfiltered water in it, we went through all the filters.  The sieving was taking too long, so we started to pick out the large bits by hand (mostly snail shells).  We have 47 years of data from this location- nutrients and TSS.  There's a sonde deployed as well, if you need any diel DO or other details.",https://waterdata.usgs.gov/nwis/uv?04198000,N/A
CM_014,CM_014-1,6/13/2022,1655136030,12:00:30,Eastern Daylight Time (UTC-4),5.15,0.08,65.74,1.11,27.92,0.25,-12.8,1,N/A,N/A,6,2,0,7.063333333,35.3668,-77.4403,35.3668,-77.4403,11:10:00,12:36:00,449867,6.5,Marcelo,Ardon,NC State University,mlardons@ncsu.edu,N/A,Contentnea Creek,Grifton,North Carolina,"Sunny, 89 degrees F",Perennial,Broadleaf deciduous tree,Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Sand,28,94,Shallow waters near the shore,Partial coverage,No coverage,No coverage,1-3 cm as described in the protocol,Sensor was deployed at 50% of the water column using a PVC pipe.,N/A,https://waterdata.usgs.gov/nwis/uv?site_no=02091500,Yes
CM_014,CM_014-2,6/13/2022,1655136030,12:00:30,Eastern Daylight Time (UTC-4),5.15,0.08,65.74,1.11,27.92,0.25,-15.22,0.982,0.964,0.034448566,10,3,0,7.306666667,35.3668,-77.4403,35.3668,-77.4403,11:10:00,12:36:00,449867,6.5,Marcelo,Ardon,NC State University,mlardons@ncsu.edu,N/A,Contentnea Creek,Grifton,North Carolina,"Sunny, 89 degrees F",Perennial,Broadleaf deciduous tree,Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Sand,28,94,Shallow waters near the shore,Partial coverage,No coverage,No coverage,1-3 cm as described in the protocol,Sensor was deployed at 50% of the water column using a PVC pipe.,N/A,https://waterdata.usgs.gov/nwis/uv?site_no=02091500,Yes
CM_014,CM_014-3,6/13/2022,1655136030,12:00:30,Eastern Daylight Time (UTC-4),5.15,0.08,65.74,1.11,27.92,0.25,-8.813,0.999,0.998,0.004187376,11,3,0,7.283333333,35.3668,-77.4403,35.3668,-77.4403,11:10:00,12:36:00,449867,6.5,Marcelo,Ardon,NC State University,mlardons@ncsu.edu,N/A,Contentnea Creek,Grifton,North Carolina,"Sunny, 89 degrees F",Perennial,Broadleaf deciduous tree,Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Sand,28,94,Shallow waters near the shore,Partial coverage,No coverage,No coverage,1-3 cm as described in the protocol,Sensor was deployed at 50% of the water column using a PVC pipe.,N/A,https://waterdata.usgs.gov/nwis/uv?site_no=02091500,Yes
CM_015,CM_015-1,6/6/2022,1654548810,14:53:30,Mountain Daylight Time (UTC-6),7.86,0.03,71.4,0.45,11.05,0.16,-11.568,0.991,0.981,0.018748022,11,3,0,7.916666667,39.4803,-106.0468,39.4803,-106.0468,13:25:00,16:07:00,441037,6.5,Cam,Anderson,University of Massachusetts Amherst,cganderson@umass.edu,N/A,Blue River,Breckenridge,Colorado,Partly cloudy,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel straight,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),10,25,Shallow waters near the shore,Partial coverage,No coverage,No coverage,1-3 cm as described in the protocol,N/A,"Dominant vegetation = willow, aspen, some fir; Blue River runs through town of Breckenridge, riverbed lined with large boulders",https://waterdata.usgs.gov/monitoring-location/09046490/#parameterCode=00065&period=P7D,N/A
CM_015,CM_015-2,6/6/2022,1654548810,14:53:30,Mountain Daylight Time (UTC-6),7.86,0.03,71.4,0.45,11.05,0.16,-9.134,1,1,0.002157133,11,3,0,7.256666667,39.4803,-106.0468,39.4803,-106.0468,13:25:00,16:07:00,441037,6.5,Cam,Anderson,University of Massachusetts Amherst,cganderson@umass.edu,N/A,Blue River,Breckenridge,Colorado,Partly cloudy,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel straight,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),10,25,Shallow waters near the shore,Partial coverage,No coverage,No coverage,1-3 cm as described in the protocol,N/A,"Dominant vegetation = willow, aspen, some fir; Blue River runs through town of Breckenridge, riverbed lined with large boulders",https://waterdata.usgs.gov/monitoring-location/09046490/#parameterCode=00065&period=P7D,N/A
CM_015,CM_015-3,6/6/2022,1654548810,14:53:30,Mountain Daylight Time (UTC-6),7.86,0.03,71.4,0.45,11.05,0.16,-6.185,0.997,0.996,0.003992096,21,4,0,7.356666667,39.4803,-106.0468,39.4803,-106.0468,13:25:00,16:07:00,441037,6.5,Cam,Anderson,University of Massachusetts Amherst,cganderson@umass.edu,N/A,Blue River,Breckenridge,Colorado,Partly cloudy,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel straight,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),10,25,Shallow waters near the shore,Partial coverage,No coverage,No coverage,1-3 cm as described in the protocol,N/A,"Dominant vegetation = willow, aspen, some fir; Blue River runs through town of Breckenridge, riverbed lined with large boulders",https://waterdata.usgs.gov/monitoring-location/09046490/#parameterCode=00065&period=P7D,N/A
CM_016,CM_016-1,7/18/2022,1658161830,12:30:30,Eastern Daylight Time (UTC-4),11.35,0.31,140.2,4.81,26.1,0.42,-0.04,1,N/A,N/A,5,2,0,0.02,43.4099,-83.965,43.4099,-83.965,11:39:00,13:07:00,793747,7.2,Matt,Schrenk,Michigan State University,schrenkm@msu.edu,"Saginaw, MI",Saginaw River,Saginaw,Michigan,Sunny,Perennial,"Broadleaf deciduous tree, Grass",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),26.1,68.58,Inside bend of stream,Partial coverage,Partial coverage,Partial coverage,1-3 cm as described in the protocol,"a boat passed around 12:25, may have impacted O2 level.  minor wake.","water was very murky and therefore was difficult to image directly downwards. even though depositional environment was indicated as shallow water on the metadata form, it was also on the insider bend of the river. sediment was generally very fine grained and organic rich- it was difficult, however, to push through the sieve.  therefore we collected as much fine grained muds as possible (i.e. there still may be a few larger bits in there)",N/A,N/A
CM_016,CM_016-2,7/18/2022,1658161830,12:30:30,Eastern Daylight Time (UTC-4),11.35,0.31,140.2,4.81,26.1,0.42,-10.88,1,N/A,N/A,5,2,0,0.916666667,43.4099,-83.965,43.4099,-83.965,11:39:00,13:07:00,793747,7.2,Matt,Schrenk,Michigan State University,schrenkm@msu.edu,"Saginaw, MI",Saginaw River,Saginaw,Michigan,Sunny,Perennial,"Broadleaf deciduous tree, Grass",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),26.1,68.58,Inside bend of stream,Partial coverage,Partial coverage,Partial coverage,1-3 cm as described in the protocol,"a boat passed around 12:25, may have impacted O2 level.  minor wake.","water was very murky and therefore was difficult to image directly downwards. even though depositional environment was indicated as shallow water on the metadata form, it was also on the insider bend of the river. sediment was generally very fine grained and organic rich- it was difficult, however, to push through the sieve.  therefore we collected as much fine grained muds as possible (i.e. there still may be a few larger bits in there)",N/A,N/A
CM_016,CM_016-3,7/18/2022,1658161830,12:30:30,Eastern Daylight Time (UTC-4),11.35,0.31,140.2,4.81,26.1,0.42,-0.12,1,N/A,N/A,5,2,0,0.01,43.4099,-83.965,43.4099,-83.965,11:39:00,13:07:00,793747,7.2,Matt,Schrenk,Michigan State University,schrenkm@msu.edu,"Saginaw, MI",Saginaw River,Saginaw,Michigan,Sunny,Perennial,"Broadleaf deciduous tree, Grass",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),26.1,68.58,Inside bend of stream,Partial coverage,Partial coverage,Partial coverage,1-3 cm as described in the protocol,"a boat passed around 12:25, may have impacted O2 level.  minor wake.","water was very murky and therefore was difficult to image directly downwards. even though depositional environment was indicated as shallow water on the metadata form, it was also on the insider bend of the river. sediment was generally very fine grained and organic rich- it was difficult, however, to push through the sieve.  therefore we collected as much fine grained muds as possible (i.e. there still may be a few larger bits in there)",N/A,N/A
CM_017,CM_017-1,11/14/2022,1668452190,12:56:30,Mountain Daylight Time (UTC-6),11.63,0.06,80.42,0.33,0.4,0.03,-0.676,0.995,0.995,3.11E-04,120,8,0,8.873333333,45.5974,-110.566,45.5974,-110.566,12:06:00,13:32:00,94323,6,Ann,Burgess,ESIP,annieburgess@esipfed.org,N/A,Yellowstone River,N/A,Montana,Overcast,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),N/A,10,Shallow waters near the shore,No coverage,No coverage,No coverage,3-10cm in some places,"The water was likely just hovering above 0C. There were small chunks of ice floating in water. We placed the sensor on a rock anchored by another rock, but when we went to retrieve it, it had dislodge from its original spot and was resting on the river bed.",WIN-1 - one drop of water dripped off glove and potentially into the sample bottle.,https://waterdata.usgs.gov/monitoring-location/06192500/#parameterCode=00065&period=P7D,N/A
CM_017,CM_017-2,11/14/2022,1668452190,12:56:30,Mountain Daylight Time (UTC-6),11.63,0.06,80.42,0.33,0.4,0.03,-0.782,0.997,0.996,3.04E-04,120,8,0,8.88,45.5974,-110.566,45.5974,-110.566,12:06:00,13:32:00,94323,6,Ann,Burgess,ESIP,annieburgess@esipfed.org,N/A,Yellowstone River,N/A,Montana,Overcast,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),N/A,10,Shallow waters near the shore,No coverage,No coverage,No coverage,3-10cm in some places,"The water was likely just hovering above 0C. There were small chunks of ice floating in water. We placed the sensor on a rock anchored by another rock, but when we went to retrieve it, it had dislodge from its original spot and was resting on the river bed.",WIN-1 - one drop of water dripped off glove and potentially into the sample bottle.,https://waterdata.usgs.gov/monitoring-location/06192500/#parameterCode=00065&period=P7D,N/A
CM_017,CM_017-3,11/14/2022,1668452190,12:56:30,Mountain Daylight Time (UTC-6),11.63,0.06,80.42,0.33,0.4,0.03,-0.685,0.94,0.93,0.001173987,120,8,0,8.633333333,45.5974,-110.566,45.5974,-110.566,12:06:00,13:32:00,94323,6,Ann,Burgess,ESIP,annieburgess@esipfed.org,N/A,Yellowstone River,N/A,Montana,Overcast,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),N/A,10,Shallow waters near the shore,No coverage,No coverage,No coverage,3-10cm in some places,"The water was likely just hovering above 0C. There were small chunks of ice floating in water. We placed the sensor on a rock anchored by another rock, but when we went to retrieve it, it had dislodge from its original spot and was resting on the river bed.",WIN-1 - one drop of water dripped off glove and potentially into the sample bottle.,https://waterdata.usgs.gov/monitoring-location/06192500/#parameterCode=00065&period=P7D,N/A
CM_018,CM_018-1,6/28/2022,1656403050,1:57:30,Mountain Daylight Time (UTC-6),8.26,0.04,91.71,0.05,20.47,0.22,-0.515,0.969,0.963,6.31E-04,120,8,0,7.84,41.3166,-102.126,41.3165,-102.1264,1:20:00,2:20:00,449867,8,Melissa,Wuellner,University of Nebraska at Kearney,wuellnermr@unk.edu,North Platte River at Lewellen Bridge,North Platte River,Lewellen,Nebraska,Sunny,Perennial,"Broadleaf deciduous tree, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Sand,31.3,35,Inside bend of stream,No coverage,No coverage,No coverage,1-3 cm as described in the protocol,Thought sensor was safe in standing sand but was wrong.  Shifting sand with flow resulted in lost sensor. Will tie to an anchor next time.  So sorry!,N/A,www.thereisnolinkforthehydrographandicantsubmitwithoutprovidingaurl.com,No
CM_018,CM_018-2,6/28/2022,1656403050,1:57:30,Mountain Daylight Time (UTC-6),8.26,0.04,91.71,0.05,20.47,0.22,-0.482,0.908,0.893,0.001043735,120,8,0,8.16,41.3166,-102.126,41.3165,-102.1264,1:20:00,2:20:00,449867,8,Melissa,Wuellner,University of Nebraska at Kearney,wuellnermr@unk.edu,North Platte River at Lewellen Bridge,North Platte River,Lewellen,Nebraska,Sunny,Perennial,"Broadleaf deciduous tree, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Sand,31.3,35,Inside bend of stream,No coverage,No coverage,No coverage,1-3 cm as described in the protocol,Thought sensor was safe in standing sand but was wrong.  Shifting sand with flow resulted in lost sensor. Will tie to an anchor next time.  So sorry!,N/A,www.thereisnolinkforthehydrographandicantsubmitwithoutprovidingaurl.com,No
